Group	Time	min.rec	spat.scale	cell	trait.g	pre.rec	pre.sps	pre.ratio	post.rec	post.sps	post.ratio	pre.raref	pre.95.low	pre.95.up	post.raref	post.95.low	post.95.up	status.change	perc.change	perc.95low	perc.95up	change.CI.span	pre.Mao.tau_int	pre.Mao.SD_int	pre.singletons	pre.tau.mean_int	pre.tauSD.mean_int	pre.singletons.mean_int	post.Mao.tau_int	post.Mao.SD_int	post.singletons	post.tau.mean_int	post.tauSD.mean_int	post.singletons.mean_int	Change.Mao_int	Change.Mao_int_CIlow	Change.Mao_int_CIup	Change.Mao_int_CIspan	Int_Pvalue	status.change.Mao_int	pre.Mao.tau_extr	pre.Mao.SD_extr	pre.singletons	pre.tau.mean_extr	pre.tauSD.mean_extr	pre.singletons.mean_extr	post.Mao.tau_extr	post.Mao.SD_extr	post.singletons	post.tau.mean_extr	post.tauSD.mean_extr	post.singletons.mean_extr	Change.Mao_extr	Change.Mao_extr_CIlow	Change.Mao_extr_CIup	Change.Mao_extr_CIspan	Extr_Pvalue	status.change.Mao_extr	pre.Mao.tau_extr_3x	pre.Mao.SD_extr_3x	pre.singletons	pre.tau.mean_extr_3x	pre.tauSD.mean_extr_3x	pre.singletons.mean_extr_3x	post.Mao.tau_extr_3x	post.Mao.SD_extr_3x	post.singletons	post.tau.mean_extr_3x	post.tauSD.mean_extr_3x	post.singletons.mean_extr_3x	Change.Mao_extr_3x	Change.Mao_extr_3x_CIlow	Change.Mao_extr_3x_CIup	Change.Mao_extr_3x_CIspan	Extr.3x_Pvalue	status.change.Mao_extr_3x
Plants	70-89vs90-09	42	G10	200390	insect_Nhigh	104	14	7.43	270	12	22.5	14	14	14	11.0183	9.5865	12.4501	decrease	-21.298	-31.525	-11.071	20.454	14	0.9661	2	12.91	0.8952	1.78	11.0183	0.5996	1	10.7486	0.5486	0.51	-21.29785714	-33.43162946	-6.348257871	27.08337159	4.78E-53	decrease	14.9602	1.7178	2	14.0412	1.6366	1.85	12	0	1	11.65	0.1868	0.68	-19.78716862	-34.74066798	4.472577076	39.21324506	8.26E-30	no.change	14	0.9661	2	12.91	0.8952	1.78	11.0183	0.5996	1	10.7486	0.5486	0.51	-19.78716862	-34.74066798	4.472577076	39.21324506	8.26E-30	no.change
Plants	70-89vs90-09	42	G10	260480	insect_Nhigh	333	11	30.27	337	11	30.64	11	11	11	10.9644	10.5978	11.3309	no.change	-0.324	-3.656	3.008	6.664	11	0.4944	1	10.35	0.4373	0.82	10.9644	1.5304	3	9.8775	0.4679	1.04	-0.323636364	-11.004996	12.73175859	23.73675459	0.104204637	no.change	11.0118	0.4942	1	10.3177	0.3757	0.9	11	1.5353	3	9.93	0.4964	1.14	-0.107157776	-11.9353761	12.08276193	24.01813803	0.425979905	no.change	11	0.4944	1	10.35	0.4373	0.82	10.9644	1.5304	3	9.8775	0.4679	1.04	-0.107157776	-11.9353761	12.08276193	24.01813803	0.425979905	no.change
Plants	70-89vs90-09	42	G10	140390	insect_Nhigh	103	10	10.3	137	12	11.42	10	10	10	11.3784	10.0181	12.7387	increase	13.784	0.181	27.387	27.206	10	0.4049	1	9.29	0.7683	1.34	11.3784	0.9634	2	10.5547	0.697	1.46	13.784	-8.150428991	39.77173195	47.92216094	1.29E-26	no.change	10.145	0.4801	1	9.5022	0.7832	1.32	12	0.9608	2	10.89	0.5504	1.49	18.28486939	-1.587731105	46.07404108	47.66177219	1.31E-47	no.change	10	0.4049	1	9.29	0.7683	1.34	11.3784	0.9634	2	10.5547	0.697	1.46	18.28486939	-1.587731105	46.07404108	47.66177219	1.31E-47	no.change
Plants	70-89vs90-09	42	G10	240450	insect_Nhigh	190	11	17.27	846	12	70.5	11	11	11	10.2272	8.4524	12.0021	no.change	-7.025	-23.16	9.11	32.27	11	0.6916	1	10.52	0.3099	0.62	10.2272	0.8272	0	10.0901	0.7995	0.71	-7.025454545	-21.69470951	7.897061753	29.59177126	2.17E-12	no.change	11.4995	1.3181	1	10.7949	0.6394	0.66	12	0	0	11.75	0.3028	0.57	4.352363146	-7.588237696	18.86770935	26.45594704	7.84E-08	no.change	11.491	1.2656	1	10.7236	0.5628	0.68	11.7532	0.1366	0	11.2918	0.3694	0.8	2.281785745	-9.110272283	18.23373331	27.34400559	0.00772848	no.change
Plants	70-89vs90-09	42	G10	170440	insect_Nhigh	580	19	30.53	842	16	52.62	19	19	19	15.2503	13.8044	16.6963	decrease	-19.735	-27.345	-12.125	15.22	19	1.5292	4	17.1	1.1753	2.54	15.2503	1.3356	2	14.6252	0.6821	1.05	-19.73526316	-32.66838597	-4.228926983	28.43945899	1.89E-51	decrease	20.3136	1.9369	4	17.7355	1.5551	2.61	16	1.3333	2	15.03	0.508	1.14	-21.23503466	-33.43447695	-3.055539236	30.37893772	1.97E-45	decrease	19	1.5292	4	17.1	1.1753	2.54	15.2503	1.3356	2	14.6252	0.6821	1.05	-21.23503466	-33.43447695	-3.055539236	30.37893772	1.97E-45	decrease
Plants	70-89vs90-09	42	G10	140410	insect_Nhigh	241	11	21.91	425	13	32.69	11	11	11	12.3416	10.8738	13.8094	no.change	12.196	-1.147	25.54	26.687	11	1.3009	2	10.07	0.5657	1.09	12.3416	0.239	0	11.5585	0.6743	1.06	12.19636364	-3.404390559	31.06753917	34.47192973	2.24E-33	no.change	12.0694	1.7614	2	10.6945	0.9294	1.06	13	0	0	12.63	0.5009	1.16	7.71040814	-9.01200404	30.70393199	39.71593603	2.09E-17	no.change	11	1.3009	2	10.07	0.5657	1.09	12.3416	0.239	0	11.5585	0.6743	1.06	7.71040814	-9.01200404	30.70393199	39.71593603	2.09E-17	no.change
Plants	70-89vs90-09	42	G10	230530	insect_Nhigh	635	14	45.36	159	10	15.9	10.8736	8.489	13.2581	10	10	10	no.change	-8.034	17.8	-24.574	42.374	10.8736	1.0313	1	10.4769	1.0873	1.16	10	1.3553	3	8.58	0.9268	1.65	-8.034137728	-30.63892029	24.17315378	54.81207407	1.96E-10	no.change	14	0.4956	1	13.31	0.6633	1.11	12.2091	3.2233	3	9.8965	2.2186	1.6	-12.79214286	-50.46859807	26.11334598	76.58194405	2.14E-05	no.change	13.5967	0.5385	1	12.775	0.7356	1.07	12.0954	2.9183	3	10.0338	1.9766	1.9	-11.04164981	-45.12351212	28.10380034	73.22731246	3.74E-08	no.change
Plants	70-89vs90-09	42	G10	90450	insect_Nhigh	2841	16	177.56	1321	15	88.07	14.7512	13.1688	16.3335	15	15	15	no.change	1.687	13.906	-8.164	22.07	14.7512	1.1397	2	14.3874	0.66	0.93	15	0	0	14.85	0.1476	0.52	1.686642443	-6.706846004	11.63943971	18.34628571	0.015292105	no.change	16	0.9701	2	15.24	0.4711	0.96	15	0	0	14.868	0.2082	0.47	-6.25	-12.40672189	0.421338313	12.82806021	5.84E-31	no.change	14.7512	1.1397	2	14.3874	0.66	0.93	15	0	0	14.85	0.1476	0.52	-6.25	-12.40672189	0.421338313	12.82806021	5.84E-31	no.change
Plants	70-89vs90-09	42	G10	150430	insect_Nhigh	665	16	41.56	631	14	45.07	15.8414	15.0818	16.601	14	14	14	decrease	-11.624	-7.173	-15.668	8.495	15.8414	1.3928	3	14.4362	0.8054	1.89	14	2.2563	4	12.64	1.0688	1.69	-11.62397263	-28.97695327	8.187066812	37.16402009	1.16E-22	no.change	16	1.4045	3	14.68	0.9042	1.7	14.2127	2.2326	4	12.3647	0.9091	1.66	-11.170625	-26.26534797	6.902374305	33.16772228	4.41E-29	no.change	15.8414	1.3928	3	14.4362	0.8054	1.89	14	2.2563	4	12.64	1.0688	1.69	-11.170625	-26.26534797	6.902374305	33.16772228	4.41E-29	no.change
Plants	70-89vs90-09	42	G10	110460	insect_Nhigh	3291	15	219.4	4037	13	310.54	15	15	15	12.9997	12.9686	13.0309	decrease	-13.335	-13.543	-13.127	0.416	15	0.9682	2	14.22	0.3488	0.83	12.9997	2.00E-04	0	12.9908	0.0135	0.04	-13.33533333	-17.26134752	-8.776027174	8.485320351	7.78E-79	decrease	15.3646	1.0621	2	14.1951	0.3088	0.94	13	0	0	12.99	0	0.03	-15.38992229	-19.08077166	-11.53819378	7.542577882	1.18E-85	decrease	15	0.9682	2	14.22	0.3488	0.83	12.9997	2.00E-04	0	12.9908	0.0135	0.04	-15.38992229	-19.08077166	-11.53819378	7.542577882	1.18E-85	decrease
Plants	70-89vs90-09	42	G10	200470	insect_Nhigh	253	19	13.32	582	16	36.38	19	19	19	14.0343	11.9974	16.0712	decrease	-26.135	-36.856	-15.415	21.441	19	1.1791	3	17.29	1.1487	2.41	14.0343	1.1653	2	13.5002	0.9821	1.4	-26.13526316	-39.30726045	-9.490970774	29.81628968	6.70E-77	decrease	20.3898	1.9982	3	18.8451	1.8502	2.23	16	0.9701	2	15.05	0.7682	1.33	-21.52939215	-35.88687996	-0.371731365	35.51514859	5.98E-45	decrease	19	1.1791	3	17.29	1.1487	2.41	14.0343	1.1653	2	13.5002	0.9821	1.4	-21.52939215	-35.88687996	-0.371731365	35.51514859	5.98E-45	decrease
Plants	70-89vs90-09	42	G10	260560	insect_Nhigh	212	11	19.27	290	8	36.25	11	11	11	7.6555	6.6445	8.6666	decrease	-30.405	-39.595	-21.213	18.382	11	1.7871	3	9.82	0.8117	1.43	7.6555	0.7026	1	7.2287	0.3636	0.82	-30.40454545	-41.77648046	-14.44315071	27.33332975	7.86E-66	decrease	11.9802	1.973	3	10.1245	0.8353	1.37	8	0.686	1	7.42	0.3572	0.65	-33.22315153	-43.52829375	-17.87109383	25.65719992	1.23E-74	decrease	11	1.7871	3	9.82	0.8117	1.43	7.6555	0.7026	1	7.2287	0.3636	0.82	-33.22315153	-43.52829375	-17.87109383	25.65719992	1.23E-74	decrease
Plants	70-89vs90-09	42	G10	150400	insect_Nhigh	150	9	16.67	418	8	52.25	9	9	9	6.7177	5.3896	8.0457	decrease	-25.359	-40.116	-10.603	29.513	9	1.2792	2	8.12	0.5213	1.01	6.7177	1.1151	2	6.553	0.5919	0.78	-25.35888889	-40.95523034	-5.090420391	35.86480994	3.19E-62	decrease	10.667	2.6559	2	8.7609	1.0577	0.93	8	0.9428	2	7.16	0.186	0.76	-25.00234368	-39.24798838	-1.819511904	37.42847647	8.05E-38	decrease	9	1.2792	2	8.12	0.5213	1.01	6.7177	1.1151	2	6.553	0.5919	0.78	-25.00234368	-39.24798838	-1.819511904	37.42847647	8.05E-38	decrease
Plants	70-89vs90-09	42	G10	160460	insect_Nhigh	1248	12	104	629	12	52.42	11.3422	9.9294	12.7549	12	12	12	no.change	5.8	20.853	-5.919	26.772	11.3422	0.3173	0	10.9754	0.5686	0.63	12	0	0	11.61	0.4722	0.91	5.799580328	-7.184128581	20.62915841	27.81328699	2.06E-20	no.change	12	0	0	11.73	0.3738	0.76	12	0	0	11.9735	0.7509	0.99	0	-12.63573851	14.63164276	27.26738128	0.205051175	no.change	11.3422	0.3173	0	10.9754	0.5686	0.63	12	0	0	11.61	0.4722	0.91	0	-12.63573851	14.63164276	27.26738128	0.205051175	no.change
Plants	70-89vs90-09	42	G10	240460	insect_Nhigh	80	11	7.27	281	11	25.55	11	11	11	8.8176	7.0021	10.633	decrease	-19.84	-36.345	-3.336	33.009	11	2.4189	5	9.05	1.155	2.34	8.8176	1.3982	2	8.595	0.8406	0.93	-19.84	-39.48685664	12.66145255	52.14830919	1.49E-24	no.change	18.936	7.8429	5	11.4276	3.2386	2.32	11	1.3009	2	10.22	0.446	0.96	-41.9095902	-62.48737598	28.45203224	90.93940822	1.44E-29	no.change	17.8946	6.7892	5	10.4426	2.2847	2.23	10.6873	1.2773	2	10.0287	0.5075	1.12	-40.27639623	-58.74075846	4.739426655	63.48018511	2.50E-34	no.change
Plants	70-89vs90-09	42	G10	240510	insect_Nhigh	207	12	17.25	45	11	4.09	9.2335	7.1358	11.3312	11	11	11	no.change	19.131	54.152	-2.923	57.075	9.2335	1.0217	1	9.0003	0.9318	0.85	11	1.7871	3	9.7	0.8619	1.86	19.13142362	-9.084054539	58.98568274	68.06973728	1.21E-25	no.change	12	0.4949	1	11.22	0.4582	0.9	15.099	5.6352	3	10.8452	2.0872	1.93	25.825	-22.29645863	72.30566054	94.60211917	1.78E-16	no.change	11.4031	0.5841	1	10.864	0.5191	0.99	14.3256	4.0137	3	11.0742	2.1247	1.76	25.62899562	-22.16339734	71.11013511	93.27353244	4.35E-22	no.change
Plants	70-89vs90-09	42	G10	40390	insect_Nhigh	1468	18	81.56	62	7	8.86	9.8751	7.6791	12.0712	7	7	7	decrease	-29.115	-8.843	-42.011	33.168	9.8751	1.9327	3	9.8405	1.7394	1.82	7	0.6831	1	6.46	0.3065	0.76	-29.11464188	-47.58669506	8.786619214	56.37331427	6.79E-32	no.change	18	1.4142	3	16.53	1.0413	1.92	7.5	1.3229	1	6.815	0.717	0.82	-58.33333333	-68.1059545	-47.28857124	20.81738326	1.68E-140	decrease	11.9905	1.8579	3	11.838	1.6054	1.88	7.4914	1.2673	1	6.5849	0.5625	0.71	-37.52220508	-53.93347115	-12.0402897	41.89318145	9.06E-55	decrease
Plants	70-89vs90-09	42	G10	270560	insect_Nhigh	56	11	5.09	49	9	5.44	10.7215	9.7634	11.6795	9	9	9	decrease	-16.057	-7.819	-22.942	15.123	10.7215	0.9463	2	9.7684	0.8116	1.38	9	2.058	4	7.47	0.9851	1.82	-16.05652194	-38.02889789	12.01802203	50.04691991	1.01E-30	no.change	11	0.9574	2	10.02	0.7297	1.47	9.5542	2.0043	4	7.7272	0.9117	1.78	-13.14363636	-35.67162987	13.83373948	49.50536935	1.04E-14	no.change	10.7215	0.9463	2	9.7684	0.8116	1.38	9	2.058	4	7.47	0.9851	1.82	-13.14363636	-35.67162987	13.83373948	49.50536935	1.04E-14	no.change
Plants	70-89vs90-09	42	G10	120440	insect_Nhigh	1142	17	67.18	1457	15	97.13	17	17	17	14.7536	13.8788	15.6285	decrease	-13.214	-18.36	-8.068	10.292	17	0.4063	1	16.23	0.7125	1.31	14.7536	0.2074	1	14.1734	0.3524	0.85	-13.21411765	-21.47410204	-3.758456223	17.71564581	8.03E-58	decrease	17.135	0.4659	1	16.5439	0.7966	1.34	15	0	1	14.46	0.3648	0.86	-12.45987744	-21.19694569	-2.788510209	18.40843548	7.24E-54	decrease	17	0.4063	1	16.23	0.7125	1.31	14.7536	0.2074	1	14.1734	0.3524	0.85	-12.45987744	-21.19694569	-2.788510209	18.40843548	7.24E-54	decrease
Plants	70-89vs90-09	42	G10	190400	insect_Nhigh	43	10	4.3	349	11	31.73	10	10	10	6.6951	4.3454	9.0448	decrease	-33.049	-56.546	-9.552	46.994	10	0.6901	2	8.8	0.9944	1.98	6.6951	1.1247	1	6.5589	1.0787	0.94	-33.049	-57.71827618	-2.996627046	54.72164914	1.40E-54	decrease	10.5	1.0308	2	10.5266	2.7509	1.85	11	0.6916	1	10.41	0.3923	1.02	4.761904762	-31.43059456	109.23385	140.6644446	0.19464881	no.change	10.4999	1.0301	2	9.9614	1.9182	1.8	9.3622	0.8736	1	8.8922	0.7313	0.9	-10.83534129	-38.46452453	46.16222662	84.62675114	2.31E-07	no.change
Plants	70-89vs90-09	42	G10	230440	insect_Nhigh	196	9	21.78	1269	12	105.75	9	9	9	9.2841	7.6713	10.8969	no.change	3.157	-14.763	21.077	35.84	9	0	0	8.78	0.1153	0.47	9.2841	1.5644	2	9.1968	1.0838	0.93	3.156666667	-21.57662687	26.54314359	48.11977046	0.000982527	no.change	9	0	0	8.935	0.2397	0.4	12	1.3093	2	11.21	0.4429	0.99	33.33333333	20.01481197	46.04884824	26.03403627	1.02E-100	increase	9	0	0	8.8984	0.2053	0.46	10.6263	1.3587	2	10.3078	0.7373	1.1	18.07	0.71417143	36.25652883	35.5423574	4.88E-40	increase
Plants	70-89vs90-09	42	G10	120430	insect_Nhigh	6584	17	387.29	4574	13	351.85	16.2676	14.8322	17.703	13	13	13	decrease	-20.087	-12.353	-26.566	14.213	16.2676	1.3427	2	15.6525	0.7016	1.19	13	0	0	12.66	0.3273	0.76	-20.08655241	-27.91855371	-11.97700471	15.941549	7.06E-78	decrease	17	1.3377	2	16.17	0.66	1.1	13	0	0	12.8201	0.3393	0.61	-23.52941176	-30.09342261	-15.57639273	14.51702987	3.18E-93	decrease	16.2676	1.3427	2	15.6525	0.7016	1.19	13	0	0	12.66	0.3273	0.76	-23.52941176	-30.09342261	-15.57639273	14.51702987	3.18E-93	decrease
Plants	70-89vs90-09	42	G10	130440	insect_Nhigh	1779	17	104.65	2394	18	133	17	17	17	17.3631	15.9785	18.7477	no.change	2.136	-6.009	10.281	16.29	17	1.3377	2	16.04	0.7481	1.45	17.3631	1.3377	2	16.3799	0.861	1.8	2.135882353	-11.67646519	16.61155099	28.28801618	0.000431025	no.change	17.5847	1.4458	2	16.3754	0.7741	1.24	18	1.3416	2	16.85	0.7573	1.69	2.36171217	-9.947817536	16.69251929	26.64033682	0.082357505	no.change	17	1.3377	2	16.04	0.7481	1.45	17.3631	1.3377	2	16.3799	0.861	1.8	2.36171217	-9.947817536	16.69251929	26.64033682	0.082357505	no.change
Plants	70-89vs90-09	42	G10	230450	insect_Nhigh	256	12	21.33	1081	15	72.07	12	12	12	11.6437	9.6211	13.6663	no.change	-2.969	-19.824	13.886	33.71	12	1.3765	3	10.6	0.8343	1.62	11.6437	1.9025	3	11.4975	1.2076	1.73	-2.969166667	-27.5277616	25.67980914	53.20757073	0.004916606	no.change	14.2197	3.2598	3	11.5237	1.747	1.65	15	1.8605	3	13.64	0.8178	1.62	5.487457541	-20.44807697	53.13616471	73.58424168	0.000192395	no.change	14.0947	2.9094	3	11.772	1.8879	1.66	14.0236	1.7947	3	13.2199	0.8345	1.65	-0.504444933	-26.84410387	44.40849793	71.25260181	0.912487779	no.change
Plants	70-89vs90-09	42	G10	180420	insect_Nhigh	283	15	18.87	540	17	31.76	15	15	15	16.5554	15.3127	17.7981	increase	10.369	2.085	18.654	16.569	15	1.3988	3	13.6	1.0701	1.95	16.5554	0.1634	0	16.0806	0.5161	0.59	10.36933333	-5.484628156	31.73470578	37.21933394	1.53E-24	no.change	16.5815	2.133	3	14.585	1.5126	2	17	0	0	16.72	0.2228	0.56	2.523897114	-14.41841688	29.49613322	43.9145501	0.142727576	no.change	15	1.3988	3	13.6	1.0701	1.95	16.5554	0.1634	0	16.0806	0.5161	0.59	2.523897114	-14.41841688	29.49613322	43.9145501	0.142727576	no.change
Plants	70-89vs90-09	42	G10	180430	insect_Nhigh	378	18	21	584	20	29.2	18	18	18	19.2091	17.6629	20.7554	no.change	6.717	-1.873	15.308	17.181	18	0.9733	2	16.6	0.9094	1.74	19.2091	0.5996	1	18.1849	0.7979	1.71	6.717222222	-6.52996709	22.57967628	29.10964337	8.54E-22	no.change	18.6647	1.2437	2	17.416	1.1496	1.75	20	0.4969	1	19.06	0.7998	1.59	7.154146598	-8.048050848	25.97684921	34.02490006	2.94E-16	no.change	18	0.9733	2	16.6	0.9094	1.74	19.2091	0.5996	1	18.1849	0.7979	1.71	7.154146598	-8.048050848	25.97684921	34.02490006	2.94E-16	no.change
Plants	70-89vs90-09	42	G10	260540	insect_Nhigh	507	14	36.21	65	9	7.22	11.2682	9.4358	13.1006	9	9	9	decrease	-20.129	-4.619	-31.301	26.682	11.2682	1.2658	1	11.1806	1.0502	0.91	9	0	1	8.59	0.337	0.69	-20.12921318	-34.01922538	0.154115232	34.17334062	7.83E-44	no.change	14	0.6948	1	13.5	0.3019	0.75	9	0	1	8.8916	0.6083	0.79	-35.71428571	-44.13650018	-26.63800102	17.49849916	6.09E-114	decrease	12.7725	0.9327	1	12.5704	0.7311	0.79	9	0	1	8.8446	0.6668	0.6	-29.53611274	-42.82830671	-14.69437561	28.13393109	8.22E-94	decrease
Plants	70-89vs90-09	42	G10	140440	insect_Nhigh	227	13	17.46	554	13	42.62	13	13	13	10.2853	7.9944	12.5762	decrease	-20.882	-38.505	-3.26	35.245	13	1.3849	3	11.68	0.9942	1.89	10.2853	1.4017	3	9.6958	1.1566	1.81	-20.88230769	-42.42094654	4.093420852	46.5143674	4.72E-38	no.change	14.9222	2.5779	3	13.0189	1.9479	1.8	13	1.3849	3	11.47	0.8258	1.99	-12.8814786	-36.38403754	21.8416125	58.22565003	4.04E-11	no.change	13	1.3849	3	11.68	0.9942	1.89	10.2853	1.4017	3	9.6958	1.1566	1.81	-12.8814786	-36.38403754	21.8416125	58.22565003	4.04E-11	no.change
Plants	70-89vs90-09	42	G10	250470	insect_Nhigh	65	10	6.5	182	12	15.17	10	10	10	8.5245	6.2668	10.7823	no.change	-14.755	-37.332	7.823	45.155	10	1.7617	3	8.8	0.8096	1.47	8.5245	1.9575	5	7.9555	1.0603	1.75	-14.755	-39.60095131	19.51076241	59.11171372	1.20E-21	no.change	13.153	3.8237	3	9.4057	1.2856	1.46	12	2.3355	5	10.05	1.0276	1.97	-8.766060975	-33.88560089	26.47930736	60.36490825	2.95E-07	no.change	10	1.7617	3	8.8	0.8096	1.47	8.5245	1.9575	5	7.9555	1.0603	1.75	-8.766060975	-33.88560089	26.47930736	60.36490825	2.95E-07	no.change
Plants	70-89vs90-09	42	G10	90380	insect_Nhigh	50	8	6.25	91	4	22.75	8	8	8	3.8961	3.291	4.5013	decrease	-51.299	-58.862	-43.734	15.128	8	0.4041	1	7.06	0.6924	1.41	3.8961	0.0725	0	3.7612	0.1437	0.19	-51.29875	-59.93743047	-39.34548467	20.5919458	5.16E-77	decrease	8.1658	0.531	1	7.8649	1.1013	1.46	4	0	0	3.97	0.0312	0.17	-51.01520978	-62.05366101	-31.76101048	30.29265053	5.18E-59	decrease	8	0.4041	1	7.06	0.6924	1.41	3.8961	0.0725	0	3.7612	0.1437	0.19	-51.01520978	-62.05366101	-31.76101048	30.29265053	5.18E-59	decrease
Plants	70-89vs90-09	42	G10	240440	insect_Nhigh	725	15	48.33	1411	15	94.07	15	15	15	14.1027	12.5984	15.6069	no.change	-5.982	-16.011	4.046	20.057	15	1.8605	3	13.71	0.8625	1.59	14.1027	0.8251	1	13.7236	0.6843	0.89	-5.982	-18.99719256	11.14307241	30.14026497	6.00E-16	no.change	17.106	2.6599	3	14.4482	1.183	1.72	15	0.6956	1	14.5	0.4491	0.93	-12.31146966	-25.17637448	6.095929977	31.27230446	1.45E-28	no.change	15	1.8605	3	13.71	0.8625	1.59	14.1027	0.8251	1	13.7236	0.6843	0.89	-12.31146966	-25.17637448	6.095929977	31.27230446	1.45E-28	no.change
Plants	70-89vs90-09	42	G10	240530	insect_Nhigh	820	15	54.67	115	10	11.5	10.7586	8.5897	12.9274	10	10	10	no.change	-7.051	16.419	-22.645	39.064	10.7586	1.8883	3	10.6158	1.2184	1.2	10	1.291	2	9.1	0.5568	1.01	-7.051103303	-26.41691906	23.10445647	49.52137553	4.09E-07	no.change	15	1.8605	3	13.71	0.7304	1.4	11.9958	3.7069	2	9.876	1.487	1.12	-20.028	-43.69846269	7.016634382	50.71509707	2.15E-26	no.change	12.8997	1.8399	3	12.5767	0.9748	1.32	11.7317	2.7872	2	9.6519	1.1866	1.16	-9.054474135	-32.98089943	20.00386458	52.98476401	2.87E-14	no.change
Plants	70-89vs90-09	42	G10	200490	insect_Nhigh	400	14	28.57	417	15	27.8	14	14	14	14.9999	14.9849	15.015	increase	7.142	7.035	7.25	0.215	14	0	0	13.82	0.1843	0.61	14.9999	1.00E-04	0	14.9197	0.0732	0.28	7.142142857	4.205674077	9.945976267	5.74030219	1.73E-81	increase	14	0	0	13.7772	0.2446	0.53	15	0	0	14.95	0.0849	0.32	7.142857143	3.126786463	11.04103974	7.914253278	2.65E-76	increase	14	0	0	13.82	0.1843	0.61	14.9999	1.00E-04	0	14.9197	0.0732	0.28	7.142857143	3.126786463	11.04103974	7.914253278	2.65E-76	increase
Plants	70-89vs90-09	42	G10	200520	insect_Nhigh	1069	14	76.36	421	12	35.08	13.3084	12.2045	14.4122	12	12	12	decrease	-9.831	-1.676	-16.737	15.061	13.3084	0.583	1	13.1324	0.3835	0.5	12	1.5492	3	10.95	0.754	1.23	-9.831384689	-22.66341769	3.564009363	26.22742706	2.69E-27	no.change	14	0	1	13.72	0.083	0.4	14.3575	3.1808	3	11.276	1.0447	1.21	2.553571429	-15.33515888	21.0511008	36.38625968	0.001648201	no.change	13.3084	0.583	1	13.1324	0.3835	0.5	12	1.5492	3	10.95	0.754	1.23	2.553571429	-15.33515888	21.0511008	36.38625968	0.001648201	no.change
Plants	70-89vs90-09	42	G10	170310	insect_Nhigh	99	8	12.38	452	17	26.59	8	8	8	11.7759	9.1085	14.4432	increase	47.199	13.856	80.54	66.684	8	0.686	1	7.51	0.1991	0.63	11.7759	2.0721	4	11.4047	1.346	1.94	47.19875	12.15896856	82.69360035	70.53463179	6.95E-50	increase	8.4996	1.3191	1	7.834	0.5974	0.6	17	2.3324	4	15.39	1.011	1.89	100.0094122	66.40170669	147.9922688	81.59056209	3.62E-115	increase	8.4912	1.2664	1	7.6842	0.4513	0.61	15.4549	2.2003	4	14.4542	1.0551	1.93	82.01078764	51.42849406	119.5215581	68.09306407	2.71E-94	increase
Plants	70-89vs90-09	42	G10	110380	insect_Nhigh	212	9	23.56	462	10	46.2	9	9	9	8.5163	6.765	10.2675	no.change	-5.374	-24.833	14.083	38.916	9	0.6882	1	8.44	0.3337	0.71	8.5163	1.2913	2	8.1525	0.7718	1.17	-5.374444444	-24.52846731	15.03725309	39.5657204	3.91E-12	no.change	9.4532	1.1208	1	8.7687	0.5439	0.75	10	1.291	2	9.06	0.4383	1.28	5.784284687	-9.369118314	24.06845926	33.43757758	6.75E-13	no.change	9	0.6882	1	8.44	0.3337	0.71	8.5163	1.2913	2	8.1525	0.7718	1.17	5.784284687	-9.369118314	24.06845926	33.43757758	6.75E-13	no.change
Plants	70-89vs90-09	42	G10	90460	insect_Nhigh	3784	17	222.59	1848	17	108.71	15.1348	13.1693	17.1003	17	17	17	no.change	12.324	29.088	-0.587	29.675	15.1348	1.8639	3	14.686	0.9846	1.35	17	0.6969	1	16.39	0.4809	0.94	12.32391574	-1.354319563	31.40850674	32.76282631	2.75E-38	no.change	17	1.8863	3	15.87	0.7737	1.51	17.4385	1.0796	1	16.9387	0.8308	0.9	2.579411765	-10.15867538	16.91084405	27.06951943	0.090068433	no.change	15.1348	1.8639	3	14.686	0.9846	1.35	17	0.6969	1	16.39	0.4809	0.94	2.579411765	-10.15867538	16.91084405	27.06951943	0.090068433	no.change
Plants	70-89vs90-09	42	G10	230560	insect_Nhigh	1313	17	77.24	957	15	63.8	16.1639	14.628	17.6997	15	15	15	no.change	-7.201	2.543	-15.253	17.796	16.1639	1.5764	3	15.5447	0.8292	1.36	15	0	0	14.7	0.3115	0.79	-7.200613713	-17.29407127	4.482173094	21.77624436	3.08E-24	no.change	17	1.5969	3	15.76	0.7683	1.33	15	0	0	14.8187	0.4329	0.82	-11.76470588	-20.86053571	-0.790223938	20.07031177	7.42E-53	decrease	16.1639	1.5764	3	15.5447	0.8292	1.36	15	0	0	14.7	0.3115	0.79	-11.76470588	-20.86053571	-0.790223938	20.07031177	7.42E-53	decrease
Plants	70-89vs90-09	42	G10	160440	insect_Nhigh	331	16	20.69	628	15	41.87	16	16	16	14.4105	13.024	15.797	decrease	-9.934	-18.6	-1.269	17.331	16	0.3152	1	14.81	1.0024	2.19	14.4105	0.2497	0	13.9154	0.5902	0.79	-9.934375	-23.52019578	6.046286589	29.56648237	8.23E-28	no.change	16.1	0.3768	1	15.8105	1.3328	1.89	15	0	0	14.71	0.3152	0.83	-6.832298137	-19.30009592	14.61402072	33.91411664	3.22E-12	no.change	16	0.3152	1	14.81	1.0024	2.19	14.4105	0.2497	0	13.9154	0.5902	0.79	-6.832298137	-19.30009592	14.61402072	33.91411664	3.22E-12	no.change
