Group	Time	min.rec	spat.scale	cell	trait.g	pre.rec	pre.sps	pre.ratio	post.rec	post.sps	post.ratio	pre.raref	pre.95.low	pre.95.up	post.raref	post.95.low	post.95.up	status.change	perc.change	perc.95low	perc.95up	change.CI.span	pre.Mao.tau_int	pre.Mao.SD_int	pre.singletons	pre.tau.mean_int	pre.tauSD.mean_int	pre.singletons.mean_int	post.Mao.tau_int	post.Mao.SD_int	post.singletons	post.tau.mean_int	post.tauSD.mean_int	post.singletons.mean_int	Change.Mao_int	Change.Mao_int_CIlow	Change.Mao_int_CIup	Change.Mao_int_CIspan	Int_Pvalue	status.change.Mao_int	pre.Mao.tau_extr	pre.Mao.SD_extr	pre.singletons	pre.tau.mean_extr	pre.tauSD.mean_extr	pre.singletons.mean_extr	post.Mao.tau_extr	post.Mao.SD_extr	post.singletons	post.tau.mean_extr	post.tauSD.mean_extr	post.singletons.mean_extr	Change.Mao_extr	Change.Mao_extr_CIlow	Change.Mao_extr_CIup	Change.Mao_extr_CIspan	Extr_Pvalue	status.change.Mao_extr	pre.Mao.tau_extr_3x	pre.Mao.SD_extr_3x	pre.singletons	pre.tau.mean_extr_3x	pre.tauSD.mean_extr_3x	pre.singletons.mean_extr_3x	post.Mao.tau_extr_3x	post.Mao.SD_extr_3x	post.singletons	post.tau.mean_extr_3x	post.tauSD.mean_extr_3x	post.singletons.mean_extr_3x	Change.Mao_extr_3x	Change.Mao_extr_3x_CIlow	Change.Mao_extr_3x_CIup	Change.Mao_extr_3x_CIspan	Extr.3x_Pvalue	status.change.Mao_extr_3x
Butterflies	70-89vs90-09	10	G10	180500	Polyphagous Nitrogen generalist	15	4	3.75	179	9	19.89	4	4	4	5.3711	3.3211	7.4211	no.change	34.278	-16.973	85.528	102.501	4	0	1	3.56	0.0987	0.48	5.3711	0.9197	1	5.3208	0.8965	0.56	34.2775	-8.40796746	80.71441906	89.12238652	7.83E-25	no.change	4	0	1	3.615	0.1638	0.49	9	0	1	8.51	0.0998	0.55	125	105.8302166	146.6414893	40.8112727	7.74E-202	increase	4	0	1	3.706	0.2907	0.53	7.4809	0.7244	1	7.3079	0.643	0.49	87.0225	46.48302576	137.7264761	91.24345031	2.52E-89	increase
Butterflies	70-89vs90-09	10	G10	230590	Polyphagous Nitrogen generalist	12	5	2.4	945	11	85.91	5	5	5	5.1598	3.2822	7.0374	no.change	3.196	-34.356	40.748	75.104	5	0.488	1	4.38	0.5312	1.15	5.1598	1.2936	1	5.1649	1.2174	0.71	3.196	-46.08587873	60.72060172	106.8064804	0.720386125	no.change	5.25	0.7289	1	5.0467	1.2384	1.11	11	0.6916	1	10.44	0.2015	0.9	109.5238095	44.65049606	324.0837025	279.4332064	6.45E-74	increase	5.25	0.7287	1	5.0314	1.0996	1.09	6.9362	1.3809	1	6.9288	1.2573	0.65	32.11809524	-23.43790794	143.0655893	166.5034972	1.84E-23	no.change
Butterflies	70-89vs90-09	10	G10	140460	Polyphagous Nitrogen generalist	132	11	12	1118	13	86	11	11	11	10.7762	9.0033	12.549	no.change	-2.035	-18.152	14.082	32.234	11	0	0	10.68	0.2678	0.66	10.7762	1.0078	1	10.7437	0.8853	0.44	-2.034545455	-17.07886894	15.18161693	32.26048588	0.024163936	no.change	11	0	0	10.965	0.5471	0.62	13	0	1	12.59	0.0594	0.48	18.18181818	7.452910026	31.46958468	24.01667466	1.79E-53	increase	11	0	0	10.9251	0.3709	0.63	12.1221	0.6246	1	11.8981	0.4599	0.42	10.20090909	-0.776305641	21.9491126	22.72541824	2.98E-41	no.change
Butterflies	70-89vs90-09	10	G10	150420	Polyphagous Nitrogen generalist	150	8	18.75	1492	11	135.64	8	8	8	6.462	4.0598	8.8641	no.change	-19.225	-49.252	10.801	60.053	8	0.4924	1	7.43	0.4404	1.12	6.462	1.1413	1	6.3659	1.0807	0.86	-19.225	-47.81949907	10.72757427	58.54707334	1.51E-27	no.change	8.25	0.7289	1	7.8522	1.1799	1.21	11	0.6916	1	10.4	0.2875	0.74	33.33333333	3.558368769	85.16133519	81.60296642	2.06E-41	increase	8.2499	0.7282	1	7.6951	0.8816	1.01	9.0723	0.9274	1	8.722	0.8053	0.78	9.96860568	-17.04688437	48.62839114	65.67527551	1.01E-10	no.change
Butterflies	70-89vs90-09	10	G10	140450	Polyphagous Nitrogen generalist	91	10	9.1	2342	12	195.17	10	10	10	9.3711	7.5402	11.202	no.change	-6.289	-24.598	12.02	36.618	10	0.7906	2	8.88	0.8622	1.75	9.3711	1.077	0	9.346	1.0428	0.35	-6.289	-29.85299644	24.41283053	54.26582697	3.55E-06	no.change	10.6667	1.3053	2	10.3781	2.5115	1.47	12	0	0	11.87	0.0277	0.27	12.49964844	-24.57804514	110.1015214	134.6795665	1.30E-06	no.change	10.6652	1.2972	2	10.0874	1.8076	1.52	10.6733	0.8309	0	10.5862	0.7673	0.27	0.075947943	-29.97148404	59.25095254	89.22243657	0.136439413	no.change
Butterflies	70-89vs90-09	10	G10	220450	Polyphagous Nitrogen generalist	118	12	9.83	2210	13	170	12	12	12	10.7159	9.216	12.2158	no.change	-10.701	-23.2	1.798	24.998	12	0	0	11.71	0.3568	0.76	10.7159	1.1369	0	10.7274	1.1143	0.3	-10.70083333	-28.06979433	7.571494088	35.64128842	4.75E-23	no.change	12	0	0	12.1117	0.7478	0.7	13	0	0	12.85	0.0139	0.31	8.333333333	-3.370150401	23.26732286	26.63747326	7.44E-26	no.change	12	0	0	11.8867	0.6105	0.74	11.7372	0.7351	0	11.6476	0.7248	0.32	-2.19	-16.95024432	14.01864191	30.96888622	0.028035154	no.change
Butterflies	70-89vs90-09	10	G10	60370	Polyphagous Nitrogen generalist	333	12	27.75	1781	11	161.91	12	12	12	10.6325	9.6696	11.5954	decrease	-11.396	-19.42	-3.372	16.048	12	1.3093	2	11.24	0.5017	1	10.6325	0.3373	0	10.5709	0.3801	0.02	-11.39583333	-20.92072628	-1.173403995	19.74732229	5.54E-46	decrease	13.9743	3.5819	2	11.4451	0.9935	0.91	11	0	0	10.99	0	0.03	-21.28407147	-32.43772152	-5.249778389	27.18794313	6.70E-44	decrease	13.7301	2.7742	2	11.4915	0.8064	0.95	10.9838	0.0154	0	10.9331	0.0543	0.04	-20.00203932	-29.83297125	-7.638981538	22.19398972	3.53E-54	decrease
Butterflies	70-89vs90-09	10	G10	220520	Polyphagous Nitrogen generalist	112	11	10.18	2557	13	196.69	11	11	11	11.5167	10.0805	12.9529	no.change	4.697	-8.359	17.754	26.113	11	1.3009	2	10.1	0.5813	1.1	11.5167	0.8785	0	11.4899	0.8688	0.11	4.697272727	-13.13646699	25.20517926	38.34164625	9.04E-08	no.change	13	3.7417	2	11.1542	1.8417	1.08	13	0	0	12.95	0	0.12	0	-23.76052006	47.98223835	71.74275841	0.194017385	no.change	12.7317	2.7778	2	10.7583	1.1735	1.24	12.299	0.6267	0	12.2526	0.6098	0.15	-3.398603486	-22.77548342	25.0152081	47.79069152	0.019349551	no.change
Butterflies	70-89vs90-09	10	G10	100500	Polyphagous Nitrogen generalist	188	11	17.09	5311	12	442.58	11	11	11	9.6037	7.9802	11.2271	no.change	-12.694	-27.453	2.065	29.518	11	0.9574	2	10.41	0.4321	0.75	9.6037	1.1082	0	9.5678	1.0562	0.26	-12.69363636	-32.26289552	8.269084903	40.53198043	2.15E-23	no.change	12	2.273	2	10.64	0.8801	0.78	12	0	0	11.8	0	0.24	0	-13.77939085	19.63599205	33.41538289	0.227350834	no.change	11.9821	2.1666	2	10.6827	0.8013	0.77	10.6733	0.8376	0	10.6461	0.7902	0.31	-10.92296008	-28.36577269	9.424861835	37.79063453	5.96E-17	no.change
Butterflies	70-89vs90-09	10	G10	90420	Polyphagous Nitrogen generalist	24	7	3.43	3127	11	284.27	7	7	7	6.2036	4.3091	8.0981	no.change	-11.377	-38.441	15.687	54.128	7	0.4035	1	6.35	0.5673	1.14	6.2036	1.294	1	6.2062	1.2558	0.53	-11.37714286	-46.59361085	33.14807786	79.74168871	4.78E-07	no.change	7.1667	0.5358	1	7.0325	1.5749	1.03	11	0	1	10.53	0.1434	0.53	53.4876582	5.113284829	170.1718164	165.0585316	2.77E-42	increase	7.1667	0.5358	1	6.9118	1.2272	1.16	7.7185	1.3162	1	7.7286	1.245	0.56	7.699499072	-36.58086471	77.40506619	113.9859309	0.142852644	no.change
Butterflies	70-89vs90-09	10	G10	40400	Polyphagous Nitrogen generalist	47	8	5.88	1224	11	111.27	8	8	8	7.7773	6.1071	9.4475	no.change	-2.784	-23.661	18.094	41.755	8	0	1	7.63	0.1213	0.45	7.7773	1.2368	1	7.7377	1.1764	0.44	-2.78375	-31.47547398	25.79566657	57.27114055	0.032241132	no.change	8	0	1	7.945	0.4012	0.53	11	0	1	10.62	0.0518	0.42	37.5	25.23664841	52.78569185	27.54904344	6.05E-91	increase	8	0	1	7.8212	0.3657	0.43	8.9681	0.999	1	8.9054	0.9229	0.51	12.10125	-12.36474966	37.71319378	50.07794344	1.11E-14	no.change
Butterflies	70-89vs90-09	10	G10	250460	Polyphagous Nitrogen generalist	195	13	15	2489	13	191.46	13	13	13	11.5279	10.2436	12.8121	decrease	-11.324	-21.203	-1.445	19.758	13	0.9636	2	12.14	0.2204	0.77	11.5279	0.9354	0	11.4888	0.9364	0.18	-11.32384615	-25.87472929	3.517700723	29.39243001	4.53E-23	no.change	14	2.2835	2	12.5175	0.4761	0.75	13	0	0	12.91	0.0069	0.19	-7.142857143	-13.75715278	0.456886918	14.2140397	2.26E-38	no.change	13.9821	2.1738	2	12.6662	0.6621	0.61	12.3156	0.4451	0	12.1923	0.523	0.08	-11.91881048	-22.7010226	0.968174558	23.66919715	8.53E-55	no.change
Butterflies	70-89vs90-09	10	G10	170440	Polyphagous Nitrogen generalist	281	12	23.42	5352	13	411.69	12	12	12	10.4042	8.2743	12.5341	no.change	-13.298	-31.047	4.451	35.498	12	0.6928	1	11.52	0.339	0.8	10.4042	0.9405	0	10.3396	0.9389	0.08	-13.29833333	-29.62621715	3.065610723	32.69182787	6.07E-29	no.change	12.5	1.3229	1	11.7075	0.6264	0.74	13	0	0	12.88	0	0.14	4	-5.975576766	16.76703976	22.74261653	7.46E-11	no.change	12.491	1.2653	1	11.7148	0.5326	0.77	12.1272	0.5795	0	12.0453	0.5938	0.2	-2.912496998	-15.18780816	11.43529634	26.6231045	0.019420829	no.change
Butterflies	70-89vs90-09	10	G10	110520	Polyphagous Nitrogen generalist	30	7	4.29	1000	11	90.91	7	7	7	5.8684	3.9205	7.8164	no.change	-16.166	-43.993	11.663	55.656	7	0	0	6.82	0.3312	0.55	5.8684	1.3497	1	5.8827	1.265	0.76	-16.16571429	-55.64602747	22.98452535	78.63055282	1.84E-10	no.change	7	0	0	7.1242	0.8543	0.78	11	0.6916	1	10.37	0.2356	0.71	57.14285714	25.08490503	106.2573908	81.17248581	1.63E-71	increase	7	0	0	7.0075	0.4937	0.72	7.5821	1.2568	1	7.516	1.1294	0.8	8.315714286	-26.22521509	45.96219045	72.18740554	0.000216576	no.change
Butterflies	70-89vs90-09	10	G10	140590	Polyphagous Nitrogen generalist	603	12	50.25	1476	13	113.54	12	12	12	12.762	11.8973	13.6268	no.change	6.35	-0.856	13.557	14.413	12	0	0	11.78	0	0.22	12.762	0.1969	0	12.6468	0.25	0.13	6.35	2.35595865	10.72243996	8.366481311	4.74E-54	increase	12	0	0	11.8383	0.0675	0.31	13	0	0	12.98	0	0.15	8.333333333	7.100614687	9.674016078	2.573401391	1.82E-115	increase	12	0	0	11.78	0	0.22	12.762	0.1969	0	12.6468	0.25	0.13	8.333333333	7.100614687	9.674016078	2.573401391	1.82E-115	increase
Butterflies	70-89vs90-09	10	G10	160490	Polyphagous Nitrogen generalist	31	5	6.2	681	8	85.12	5	5	5	5.4215	3.6493	7.1936	no.change	8.43	-27.014	43.872	70.886	5	0	0	4.75	0.2342	0.54	5.4215	0.9456	0	5.4037	0.9483	0.16	8.43	-30.47918127	46.16097225	76.64015352	2.16E-09	no.change	5	0	0	5.0525	0.5702	0.54	8	0	0	7.96	0	0.15	60	31.80034506	109.7186279	77.91828286	2.86E-78	increase	5	0	0	4.962	0.5193	0.74	6.8273	0.5959	0	6.757	0.6176	0.16	36.546	4.880776342	79.78342101	74.90264466	1.16E-51	increase
Butterflies	70-89vs90-09	10	G10	190440	Polyphagous Nitrogen generalist	120	10	12	1884	12	157	10	10	10	11.0335	9.4664	12.6005	no.change	10.335	-5.336	26.005	31.341	10	0	0	9.96	0.0861	0.37	11.0335	0.4895	0	10.9991	0.518	0	10.335	-0.381549519	20.48488591	20.86643543	1.19E-33	no.change	10	0	0	10.0275	0.16	0.24	12	0	0	12	0	0	20	16.39119733	23.85197556	7.460778226	3.93E-110	increase	10	0	0	9.9498	0.0253	0.28	11.9029	0.0653	0	11.8654	0.0996	0	19.029	16.84354154	21.26871782	4.425176283	7.40E-143	increase
Butterflies	70-89vs90-09	10	G10	150570	Polyphagous Nitrogen generalist	25	6	4.17	360	10	36	6	6	6	6.9572	5.2681	8.6463	no.change	15.953	-12.198	44.105	56.303	6	0	0	5.7	0.3276	0.71	6.9572	1.1499	1	6.9412	1.111	0.38	15.95333333	-21.06392707	55.44909669	76.51302376	1.06E-11	no.change	6	0	0	6.06	0.7998	0.59	10	0	1	9.56	0.1513	0.55	66.66666667	33.00620618	123.0217836	90.0155774	5.08E-71	increase	6	0	0	5.8909	0.5585	0.7	8.3187	0.8193	1	8.1922	0.7406	0.52	38.645	9.108877391	80.37566606	71.26678867	1.24E-56	increase
Butterflies	70-89vs90-09	10	G10	20370	Polyphagous Nitrogen generalist	83	11	7.55	473	12	39.42	11	11	11	8.9805	7.2264	10.7345	decrease	-18.359	-34.305	-2.414	31.891	11	0.4944	1	10.36	0.5836	1.12	8.9805	1.6699	3	8.8562	1.0746	1.3	-18.35909091	-38.75971471	4.203038896	42.9627536	1.32E-30	no.change	11.25	0.7289	1	10.935	1.0309	1.08	12	1.5492	3	10.75	0.4534	1.02	6.666666667	-12.0434216	32.20214049	44.24556209	1.13E-10	no.change	11.2499	0.7283	1	10.8351	0.9774	1.16	10.5555	1.5351	3	10.1284	0.7404	1.12	-6.172499311	-25.54134994	18.89591309	44.43726303	1.85E-11	no.change
Butterflies	70-89vs90-09	10	G10	240470	Polyphagous Nitrogen generalist	24	9	2.67	1724	14	123.14	9	9	9	8.9482	6.7882	11.1083	no.change	-0.576	-24.576	23.426	48.002	9	0.4045	1	8.06	0.8663	1.71	8.9482	1.391	1	8.9288	1.2699	0.76	-0.575555556	-34.25219388	38.60423538	72.85642927	0.019765485	no.change	9.1667	0.5358	1	9.351	2.1245	1.79	14	0.6948	1	13.28	0.3062	0.83	52.72671736	2.809730206	180.555111	177.7453808	1.31E-35	increase	9.1667	0.5358	1	9.1035	1.6528	1.6	10.9681	1.4829	1	10.9345	1.3419	0.87	19.6515649	-20.885085	102.0119631	122.8970481	7.32E-13	no.change
Butterflies	70-89vs90-09	10	G10	170320	Polyphagous Nitrogen generalist	21	5	4.2	676	8	84.5	5	5	5	5.236	3.9713	6.5008	no.change	4.72	-20.574	30.016	50.59	5	0	0	4.77	0.2303	0.63	5.236	1.1701	1	5.2342	1.0896	0.34	4.72	-39.79049133	51.50585661	91.29634793	0.000693062	no.change	5	0	0	4.985	0.4794	0.54	8	0	1	7.64	0.0857	0.45	60	34.07560136	97.97766837	63.90206701	8.21E-87	increase	5	0	0	5.0303	0.4168	0.58	5.9621	0.9833	1	5.9159	0.9114	0.43	19.242	-18.91491884	61.81660426	80.7315231	2.26E-18	no.change
Butterflies	70-89vs90-09	10	G10	110480	Polyphagous Nitrogen generalist	140	8	17.5	1823	14	130.21	8	8	8	8.808	6.8611	10.7548	no.change	10.1	-14.236	34.435	48.671	8	1.2649	2	7.23	0.4671	1.05	8.808	1.9019	3	8.743	1.4576	1.39	10.1	-25.36143747	55.23583735	80.59727482	5.76E-08	no.change	10	3.7415	2	7.635	1.0535	1.03	14	1.8454	3	12.79	0.8552	1.66	40	5.617882111	96.14807869	90.53019658	3.96E-60	increase	9.7313	2.8398	2	7.8992	1.2288	1	10.5579	1.8518	3	10.2682	1.2268	1.53	8.494240235	-28.67341997	70.08963868	98.76305865	0.000472896	no.change
Butterflies	70-89vs90-09	10	G10	100510	Polyphagous Nitrogen generalist	1941	7	277.29	9491	12	790.92	7	7	7	11.0484	9.7342	12.3627	increase	57.834	39.06	76.61	37.55	7	0	0	6.85	0	0.29	11.0484	0.653	0	10.9513	0.6421	0.3	57.83428571	39.50613548	76.31859246	36.81245698	4.92E-81	increase	7	0	0	6.9	0	0.25	12	0	0	11.83	0.0442	0.21	71.42857143	70.17654475	72.68948619	2.512941439	2.95E-210	increase	7	0	0	6.9	0	0.25	11.8421	0.1425	0	11.7277	0.1671	0.33	69.17285714	64.25336349	73.64744127	9.394077781	6.88E-150	increase
Butterflies	70-89vs90-09	10	G10	240450	Polyphagous Nitrogen generalist	912	11	82.91	570	13	43.85	10.2427	8.8914	11.5941	13	13	13	increase	26.92	46.209	12.126	34.083	10.2427	1.0119	2	9.8208	0.4257	0.76	13	1.3166	2	12.22	0.4111	1.04	26.91965986	13.16268591	42.57655804	29.41387213	1.25E-99	increase	11	0.9574	2	10.23	0.3027	0.85	13.903	1.5939	2	12.6035	0.7064	0.94	26.39090909	10.76125291	42.76519038	32.00393747	9.94E-69	increase	10.2427	1.0119	2	9.8208	0.4257	0.76	13	1.3166	2	12.22	0.4111	1.04	26.39090909	10.76125291	42.76519038	32.00393747	9.94E-69	increase
Butterflies	70-89vs90-09	10	G10	20380	Polyphagous Nitrogen generalist	43	10	4.3	581	12	48.42	10	10	10	9.2295	7.3247	11.1343	no.change	-7.705	-26.753	11.343	38.096	10	0.9535	2	8.96	0.753	1.51	9.2295	1.062	1	9.1391	0.981	0.43	-7.705	-29.74708534	18.8555692	48.60265455	2.92E-07	no.change	11	1.8708	2	10.2463	2.1812	1.75	12	0	1	11.69	0.0608	0.4	9.090909091	-22.74913863	85.62372007	108.3728587	0.000345397	no.change	10.9834	1.7937	2	10.1095	1.884	1.85	10.734	0.7848	1	10.5797	0.6416	0.45	-2.270699419	-28.38234681	54.91412655	83.29647336	0.784218681	no.change
Butterflies	70-89vs90-09	10	G10	130460	Polyphagous Nitrogen generalist	287	12	23.92	2939	11	267.18	12	12	12	10.2705	8.8474	11.6936	decrease	-14.412	-26.272	-2.553	23.719	12	0	0	11.71	0.2527	0.65	10.2705	0.3891	0	10.2126	0.4319	0	-14.4125	-21.92242122	-6.638806465	15.28361476	2.37E-70	decrease	12	0	0	11.955	0.6356	0.77	11	0	0	11	0	0	-8.333333333	-17.04402625	2.061193537	19.10521978	9.06E-31	no.change	12	0	0	11.9059	0.3964	0.73	10.9603	0.0297	0	10.921	0.0637	0	-8.664166667	-14.57732181	-1.682676253	12.89464555	2.65E-44	decrease
Butterflies	70-89vs90-09	10	G10	160460	Polyphagous Nitrogen generalist	118	12	9.83	1422	12	118.5	12	12	12	9.6463	7.9106	11.3819	decrease	-19.614	-34.078	-5.151	28.927	12	0	1	11.49	0.3448	0.7	9.6463	1.0484	1	9.5814	0.9745	0.51	-19.61416667	-35.58883647	-3.059701442	32.52913503	7.74E-47	decrease	12	0	1	11.9392	0.7778	0.77	12	0	1	11.61	0.0277	0.39	0	-11.379852	15.4088829	26.7887349	0.68621992	no.change	12	0	1	11.8633	0.6966	0.73	10.9223	0.7269	1	10.8313	0.5247	0.47	-8.980833333	-20.86711849	5.86927773	26.73639622	1.67E-29	no.change
Butterflies	70-89vs90-09	10	G10	250480	Polyphagous Nitrogen generalist	75	11	6.82	765	13	58.85	11	11	11	10.8922	8.9313	12.8531	no.change	-0.98	-18.806	16.846	35.652	11	0.6916	1	10.37	0.4714	0.84	10.8922	0.8574	0	10.7597	0.8899	0.16	-0.98	-18.6432043	18.92216555	37.56536986	0.097210681	no.change	11.5	1.3229	1	10.9537	1.241	0.93	13	0	0	12.98	0.0208	0.14	13.04347826	-7.341344661	45.70440852	53.04575318	2.46E-17	no.change	11.4913	1.2667	1	10.892	0.9367	0.96	12.4707	0.3446	0	12.2683	0.4234	0.22	8.522969551	-8.660540038	32.04386319	40.70440322	1.14E-16	no.change
Butterflies	70-89vs90-09	10	G10	60360	Polyphagous Nitrogen generalist	300	11	27.27	5312	11	482.91	11	11	11	10.1079	8.765	11.4509	no.change	-8.11	-20.318	4.099	24.417	11	0	0	10.87	0	0.28	10.1079	0.5911	0	10.0827	0.6098	0	-8.11	-19.28016449	3.160120487	22.44028498	1.20E-29	no.change	11	0	0	10.82	0	0.28	11	0	0	11	0	0	0	0	0	0	0	no.change	11	0	0	10.83	0	0.3	10.8148	0.1485	0	10.7673	0.1849	0	-1.683636364	-4.85218687	1.581046696	6.433233566	6.83E-15	no.change
Butterflies	70-89vs90-09	10	G10	190570	Polyphagous Nitrogen generalist	18	9	2	1460	12	121.67	9	9	9	5.9016	4.1273	7.676	decrease	-34.427	-54.141	-14.711	39.43	9	1.4343	4	7.04	1.1305	2.72	5.9016	1.4312	0	5.8858	1.4191	0.59	-34.42666667	-67.41130102	11.44949684	78.86079786	2.71E-43	no.change	11.6667	3.4854	4	9.8608	3.8929	2.38	12	0	0	11.73	0.2334	0.57	2.85684898	-40.99407846	326.6265608	367.6206392	0.570033052	no.change	11.5504	3.13	4	9.2751	2.5685	2.53	7.3554	1.3656	0	7.356	1.3454	0.58	-36.31908852	-64.04876083	40.16204258	104.2108034	1.04E-24	no.change
Butterflies	70-89vs90-09	10	G10	110500	Polyphagous Nitrogen generalist	53	7	7.57	624	10	62.4	7	7	7	6.2792	4.4826	8.0757	no.change	-10.297	-35.963	15.367	51.33	7	0	0	6.67	0.2525	0.59	6.2792	1.3552	2	6.2255	1.1565	0.83	-10.29714286	-46.68764561	23.10535096	69.79299657	9.67E-06	no.change	7	0	0	7.0133	0.6839	0.52	10	0.9535	2	9.35	0.3816	0.92	42.85714286	16.44844918	78.48275972	62.03431054	4.04E-80	increase	7	0	0	6.9251	0.5086	0.44	7.8476	1.1704	2	7.5362	0.8239	0.82	12.10857143	-13.59416775	43.54063172	57.13479947	3.69E-12	no.change
Butterflies	70-89vs90-09	10	G10	180340	Polyphagous Nitrogen generalist	417	12	34.75	877	11	79.73	12	12	12	10.8533	10.1575	11.549	decrease	-9.556	-15.354	-3.758	11.596	12	0	1	11.57	0.0661	0.48	10.8533	0.1369	0	10.7135	0.1937	0.22	-9.555833333	-13.15519233	-6.41530505	6.739887281	6.83E-94	decrease	12	0	1	11.5712	0.0731	0.34	11	0	0	10.97	0	0.1	-8.333333333	-9.413854134	-7.133164708	2.280689426	3.36E-109	decrease	12	0	1	11.57	0.0661	0.48	10.8533	0.1369	0	10.7135	0.1937	0.22	-8.333333333	-9.413854134	-7.133164708	2.280689426	3.36E-109	decrease
Butterflies	70-89vs90-09	10	G10	170490	Polyphagous Nitrogen generalist	23	3	7.67	269	9	29.89	3	3	3	5.4051	3.5685	7.2417	increase	80.17	18.95	141.39	122.44	3	0	0	2.99	0.0065	0.03	5.4051	1.1037	1	5.3485	1.0801	0.87	80.17	8.799758087	153.1375869	144.3378289	1.40E-41	increase	3	0	0	2.98	0	0.04	9	0	1	8.56	0.3578	0.75	200	175.0771188	226.0198257	50.94270688	2.48E-121	increase	3	0	0	2.99	0	0.06	7.0858	0.7584	1	6.8752	0.8291	0.7	136.1933333	80.05325357	189.8012995	109.7480459	7.37E-73	increase
Butterflies	70-89vs90-09	10	G10	130420	Polyphagous Nitrogen generalist	65	9	7.22	756	12	63	9	9	9	8.2327	6	10.4653	no.change	-8.526	-33.333	16.281	49.614	9	0	0	8.72	0.3357	0.61	8.2327	1.2066	1	8.1024	1.0604	0.63	-8.525555556	-31.81771096	16.31455161	48.13226257	8.76E-11	no.change	9	0	0	8.8275	0.5393	0.62	12	0.6928	1	11.46	0.2153	0.69	33.33333333	18.37933373	52.41160608	34.03227234	1.13E-85	increase	9	0	0	8.8785	0.4795	0.78	10.3745	1.0152	1	10.1957	0.7159	0.76	15.27222222	-4.983520437	35.27312078	40.25664122	5.25E-33	no.change
Butterflies	70-89vs90-09	10	G10	50390	Polyphagous Nitrogen generalist	58	8	7.25	916	10	91.6	8	8	8	7.6955	6.0011	9.3899	no.change	-3.806	-24.986	17.374	42.36	8	0	0	7.76	0.2392	0.44	7.6955	1.0047	1	7.6246	0.9162	0.37	-3.80625	-27.32587249	21.28278409	48.60865658	0.201630608	no.change	8	0	0	7.985	0.4167	0.37	10	0	1	9.61	0.0069	0.3	25	11.99374807	40.36649243	28.37274437	5.17E-69	increase	8	0	0	7.953	0.3271	0.51	8.8843	0.7661	1	8.7983	0.5272	0.46	11.05375	-4.309993739	28.70669103	33.01668477	6.65E-27	no.change
Butterflies	70-89vs90-09	10	G10	120470	Polyphagous Nitrogen generalist	37	7	5.29	301	9	33.44	7	7	7	6.1392	4.3138	7.9646	no.change	-12.297	-38.374	13.78	52.154	7	0.6831	1	6.44	0.467	0.87	6.1392	1.2042	2	6.0367	0.8935	0.83	-12.29714286	-40.3221947	18.69598823	59.01818293	2.60E-18	no.change	7.5	1.3229	1	6.7861	0.936	0.88	9	0.9487	2	8.29	0.237	0.79	20	-5.918618595	64.03743057	69.95604916	1.39E-27	no.change	7.4918	1.2688	1	6.9021	1.0312	0.94	7.6209	1.1139	2	7.4985	0.5993	0.92	1.723217384	-24.10161686	48.80631755	72.90793441	0.054350537	no.change
Butterflies	70-89vs90-09	10	G10	200550	Polyphagous Nitrogen generalist	332	13	25.54	2568	13	197.54	13	13	13	12.7508	11.8334	13.6683	no.change	-1.917	-8.974	5.141	14.115	13	0	1	12.71	0.0139	0.36	12.7508	0.1573	0	12.7376	0.1744	0	-1.916923077	-4.66101426	0.653570745	5.314585005	5.24E-30	no.change	13	0	1	12.595	0.0132	0.38	13	0	0	13	0	0	0	-0.204550472	0.206591299	0.411141771	0.996573264	no.change	13	0	1	12.6698	0.0217	0.41	12.9988	0.001	0	12.993	0.0061	0	-0.009230769	-0.384051814	0.342603459	0.726655273	0.449524739	no.change
Butterflies	70-89vs90-09	10	G10	110560	Polyphagous Nitrogen generalist	128	10	12.8	5081	12	423.42	10	10	10	9.7447	7.9599	11.5295	no.change	-2.553	-20.401	15.295	35.696	10	0.6901	1	9.51	0.2026	0.68	9.7447	0.9956	0	9.7313	1.002	0	-2.553	-22.58717932	17.41268504	39.99986437	0.000190604	no.change	10.5	1.3229	1	9.7825	0.6374	0.52	12	0	0	11.99	0	0	14.28571429	1.381400387	29.12759932	27.74619893	2.27E-41	increase	10.4911	1.2659	1	9.6395	0.4314	0.73	11.0012	0.6074	0	10.9562	0.6416	0	4.862216545	-8.715162673	20.32801692	29.04317959	7.54E-09	no.change
Butterflies	70-89vs90-09	10	G10	120400	Polyphagous Nitrogen generalist	72	11	6.55	2885	13	221.92	11	11	11	9.1354	7.1966	11.0742	no.change	-16.951	-34.576	0.675	35.251	11	0.9574	2	10.19	0.461	1.03	9.1354	1.3075	1	9.1354	1.2504	0.39	-16.95090909	-40.26084253	8.764236622	49.02507915	4.50E-30	no.change	12	2.273	2	10.6667	1.0591	1.12	13	0	1	12.65	0.0139	0.39	8.333333333	-8.906481023	34.16073824	43.06721926	4.03E-10	no.change	11.9827	2.1672	2	10.8578	1.0007	1.02	10.6796	1.0771	1	10.6216	0.9686	0.5	-10.87484457	-29.91907827	14.68056497	44.59964323	9.55E-15	no.change
